date,name,discount_percent,rating_percent,sale_price,normal_price,steam_appid,deal_rating,year
12/8/25,Journey of a Roach,85.121602,89,1.04,6.99,255300,6.8,
12/8/25,The Franz Kafka Videogame,85.121602,63,1.04,6.99,392280,6.8,
12/8/25,Love Letter,85.121602,90,1.04,6.99,926520,4.5,
12/8/25,The Curious Tale of the Stolen Pets,85.121602,92,1.04,6.99,1099500,8.6,
12/8/25,JongRo 3_Street,85.121602,58,1.04,6.99,2752770,0.1,
12/8/25,SOULS,85.106383,89,1.19,7.99,677790,4.1,
12/8/25,Machinika Museum,85.106383,91,1.19,7.99,1507190,4.2,
12/8/25,The Witcher: Enhanced Edition Director's Cut,85.085085,85,1.49,9.99,20900,8.2,
12/8/25,Shadowgrounds Survivor,85.085085,62,1.49,9.99,11200,9,
12/8/25,Oozi Earth Adventure,85.085085,87,1.49,9.99,257990,8.1,
12/8/25,Vertiginous Golf,85.085085,63,1.49,9.99,272890,8,
12/8/25,The Witcher Adventure Game,85.085085,78,1.49,9.99,303800,7.2,
12/8/25,Industry Giant 2,85.085085,86,1.49,9.99,271360,4.5,
12/8/25,Penarium,85.085085,93,1.49,9.99,307590,4.8,
12/8/25,Eliosi's Hunt,85.085085,68,1.49,9.99,494700,0.2,
12/8/25,The Slater,85.085085,75,1.49,9.99,881690,2.8,
12/8/25,Industry Giant,85.085085,73,1.49,9.99,521090,3.7,
12/8/25,Starcrossed,85.085085,90,1.49,9.99,956560,0.2,
12/8/25,Crushed,85.085085,53,1.49,9.99,1355780,0,
12/8/25,Oniria Crimes,85.085085,76,1.49,9.99,1341400,0.1,
12/8/25,Pompom,85.085085,86,1.49,9.99,1717570,4.2,
12/8/25,We Are One,85.085085,93,1.49,9.99,1669500,0.3,
12/8/25,Among the zombies,85.077343,55,1.64,10.99,1826760,0,
12/8/25,Red Wings: American Aces,85.070892,73,1.79,11.99,1654680,0.2,
12/8/25,GROSS,85.065435,82,1.94,12.99,1647420,4.2,
12/8/25,Castlevania: Lords of Shadow - Mirror of Fate HD,85.056704,77,2.24,14.99,282530,2.7,
12/8/25,Sweet Lily Dreams,85.056704,85,2.24,14.99,300540,0.2,
12/8/25,The Flame in the Flood,85.056704,78,2.24,14.99,318600,7.4,
12/8/25,SHOW MUST GO ON,85.056704,78,2.24,14.99,604300,0,
12/8/25,Raging Justice,85.056704,78,2.24,14.99,384200,4.2,
12/8/25,Automachef,85.056704,75,2.24,14.99,984800,8.3,
12/8/25,Headsnatchers,85.056704,70,2.24,14.99,797410,0,
12/8/25,Nature And Life - Drunk On Nectar,85.056704,88,2.24,14.99,512460,5.9,
12/8/25,What Lies in the Multiverse,85.056704,91,2.24,14.99,1721170,4.2,
12/8/25,"Dr Livingstone, I presume? - Reversed Escape Room",85.056704,75,2.24,14.99,1237510,4.2,
12/8/25,Spirited Thief,85.056704,91,2.24,14.99,1709870,0,
12/8/25,Car Detailing Simulator,85.053158,75,2.39,15.99,1433570,6.6,
12/8/25,Warpips,85.050029,89,2.54,16.99,1291010,5.5,
12/8/25,The Witcher 2: Assassins of Kings Enhanced Edition,85.042521,87,2.99,19.99,20920,8.3,
12/8/25,Legends of Eisenwald,85.042521,76,2.99,19.99,246760,7.8,
12/8/25,Injustice: Gods Among Us Ultimate Edition,85.042521,82,2.99,19.99,242700,7.2,
12/8/25,Mad Max,85.042521,91,2.99,19.99,234140,6.9,
12/8/25,Ceres,85.042521,52,2.99,19.99,351300,6.3,
12/8/25,Gauntlet Slayer Edition,85.042521,78,2.99,19.99,258970,5.3,
12/8/25,BioShock 2 Remastered,85.042521,69,2.99,19.99,409720,6.7,
12/8/25,LEGO City Undercover,85.042521,90,2.99,19.99,578330,8.7,
12/8/25,Batman: Arkham VR,85.042521,64,2.99,19.99,502820,5.3,
12/8/25,Road Redemption,85.042521,84,2.99,19.99,300380,8.1,
12/8/25,The LEGO NINJAGO Movie Video Game,85.042521,87,2.99,19.99,640590,6.7,
12/8/25,Killing Floor: Incursion,85.042521,51,2.99,19.99,690810,8.1,
12/8/25,Driftland: The Magic Revival,85.042521,73,2.99,19.99,718650,8.6,
12/8/25,LEGO Batman: The Videogame,85.042521,88,2.99,19.99,21000,8.7,
12/8/25,MotoGP19,85.042521,89,2.99,19.99,984780,6.3,
12/8/25,Unrailed!,85.042521,94,2.99,19.99,1016920,8.4,
12/8/25,Genesis Alpha One Deluxe Edition,85.042521,73,2.99,19.99,712190,6.7,
12/8/25,"Yes, Your Grace",85.042521,86,2.99,19.99,1115690,8.4,
12/8/25,Into The Flames,85.042521,83,2.99,19.99,1222300,6.6,
12/8/25,Skelattack,85.042521,61,2.99,19.99,605800,6.9,
12/8/25,Cake Bash,85.042521,87,2.99,19.99,971690,5.9,
12/8/25,Nickelodeon Kart Racers 2: Grand Prix,85.042521,83,2.99,19.99,1383960,6.7,
12/8/25,Red Wings: Aces of the Sky,85.042521,58,2.99,19.99,1140630,2.7,
12/8/25,Fling to the Finish,85.042521,86,2.99,19.99,1054430,6.6,
12/8/25,Spaceland: Sci-Fi Indie Tactics,85.042521,74,2.99,19.99,1021070,6.3,
12/8/25,Skbma - Snowfall,85.042521,81,2.99,19.99,1665280,6.7,
12/8/25,Foretales,85.042521,86,2.99,19.99,1170080,8.4,
12/8/25,Tad the Lost Explorer,85.042521,79,2.99,19.99,1966690,2.4,
12/8/25,What The Duck,85.042521,48,2.99,19.99,1034590,2.7,
12/8/25,BioShock 2,85.042521,87,2.99,19.99,8850,9.3,
12/8/25,Hellslave,85.042521,81,2.99,19.99,1608450,6.7,
12/8/25,Rise of Venice,85.034014,62,3.74,24.99,227020,6.8,
12/8/25,Lords of the Black Sun,85.034014,18,3.74,24.99,246940,6.3,
12/8/25,Darkest Dungeon,85.034014,90,3.74,24.99,262060,8.9,
12/8/25,City Patrol: Police,85.034014,39,3.74,24.99,789890,3,
12/8/25,MotoGP21,85.034014,82,3.74,24.99,1447000,7.7,
12/8/25,KeyWe,85.034014,91,3.74,24.99,1242980,8.7,
12/8/25,Rogue Lords,85.034014,71,3.74,24.99,1069690,8.7,
12/8/25,TOTEMS,85.034014,81,3.74,24.99,1998130,2.1,
12/8/25,Robber Sam,85.034014,63,3.74,24.99,1998100,2.1,
12/8/25,Oxide Room 104,85.034014,65,3.74,24.99,1819180,6.6,
12/8/25,LEGO Batman 3: Beyond Gotham,85.028343,86,4.49,29.99,313690,6.7,
12/8/25,LEGO Worlds,85.028343,76,4.49,29.99,332310,8.2,
12/8/25,Tom Clancys The Division,85.028343,73,4.49,29.99,365590,8.6,
12/8/25,Far Cry Primal,85.028343,85,4.49,29.99,371660,8.6,
12/8/25,For Honor,85.028343,70,4.49,29.99,304390,8.4,
12/8/25,Urban Empire,85.028343,34,4.49,29.99,352550,6.6,
12/8/25,Danganronpa Another Episode: Ultra Despair Girls,85.028343,81,4.49,29.99,555950,5.8,
12/8/25,Edge Of Eternity,85.028343,73,4.49,29.99,269190,8.5,
12/8/25,Partisans 1941,85.028343,77,4.49,29.99,1227530,7,
12/8/25,Clash - Artifacts of Chaos,85.028343,92,4.49,29.99,1430680,8.5,
12/8/25,Traveler Eternal Night,85.028343,100,4.49,29.99,2810120,2.1,
12/8/25,Uncharted World,85.028343,100,4.49,29.99,2948010,2.1,
12/8/25,Hasbro's BATTLESHIP,85.028022,82,1.87,12.49,893050,3.2,
12/8/25,Starpoint Gemini Warlords,85.024293,75,5.24,34.99,419480,7.8,
12/8/25,Ad Infinitum,85.024293,79,5.24,34.99,1234430,8.5,
12/8/25,LEGO DC Super-Villains,85.021255,91,5.99,39.99,829110,8.3,
12/8/25,Port Royale 4,85.021255,57,5.99,39.99,1024650,6.6,
12/8/25,RIDE 4,85.021255,81,5.99,39.99,1259980,8.3,
12/8/25,HOT WHEELS UNLEASHED,85.021255,76,5.99,39.99,1271700,8.5,
12/8/25,Tom Clancy's Ghost Recon Wildlands,85.017003,80,7.49,49.99,460930,8.3,
12/8/25,NASCAR Arcade Rush,85.017003,31,7.49,49.99,2192060,2.5,
12/8/25,LEGO Movie Videogame Bundle,85.017003,81,7.49,49.99,466139,6.5,
12/8/25,Far Cry 5,85.014169,80,8.99,59.99,552520,8.6,
12/8/25,Mortal Kombat 11 Ultimate,85.014169,88,8.99,59.99,518699,7.9,
12/8/25,Batman: Arkham Collection,85.014169,94,8.99,59.99,320795,5,
12/8/25,Hogwarts Legacy,85.014169,91,8.99,59.99,990080,7.2,
12/8/25,Project Warlock,85,88,1.8,12,893680,8.6,
12/8/25,Planet of Lana,84.570475,93,3.7,23.98,1608230,7.8,
12/8/25,Mechanic Escape,84.168337,80,0.79,4.99,268240,0.2,
12/8/25,Rage Runner,84.168337,52,0.79,4.99,279520,0.2,
12/8/25,DungeonUp,84.168337,81,0.79,4.99,388620,4.2,
12/8/25,Hyperspace Invaders II: Pixel Edition,84.168337,82,0.79,4.99,397690,4.2,
12/8/25,This Book Is A Dungeon,84.168337,77,0.79,4.99,404690,4.2,
12/8/25,Western Press,84.168337,79,0.79,4.99,377360,0.5,
12/8/25,Escape The Past,84.168337,80,0.79,4.99,486120,0.2,
12/8/25,Rage Against The Zombies,84.168337,74,0.79,4.99,556990,0.2,
12/8/25,eBall,84.168337,71,0.79,4.99,766910,0,
12/8/25,WeakWood Throne,84.168337,68,0.79,4.99,760990,0,
12/8/25,Crazy Pixel Streaker,84.168337,65,0.79,4.99,393460,0.2,
12/8/25,Magnus Failure,84.168337,70,0.79,4.99,1598970,0,
12/8/25,AWAY: The Survival Series,84.09611,54,2.78,17.48,750200,7.2,
12/8/25,DROS,84.084084,98,1.59,9.99,1554650,0,
12/8/25,Get Ogre It,84.070058,70,1.91,11.99,1411920,0,
12/8/25,Zombie Rollerz: Pinball Heroes,84.056037,84,2.39,14.99,915230,3.9,
12/8/25,Tank Mechanic Simulator,84.042021,89,3.19,19.99,407130,7.6,
12/8/25,Insurmountable,84.033613,78,3.99,24.99,1385100,7,
12/8/25,GOD WARS The Complete Legend,83.799881,68,5.44,33.58,1038810,6.5,
12/8/25,Castle,83.20802,73,0.67,3.99,339290,4.1,
12/8/25,Nash Racing,83.20802,47,0.67,3.99,581200,3.7,
12/8/25,Linked,83.20802,92,0.67,3.99,596590,4.4,
12/8/25,Yet Another Zombie Defense HD,83.20802,83,0.67,3.99,674750,4.1,
12/8/25,Corridor: Amount of Fear,83.20802,62,0.67,3.99,1461540,0.1,
12/8/25,Freelancer Life Simulator,83.20802,25,0.67,3.99,1362340,0.5,
12/8/25,Nether Nightmare,83.20802,46,0.67,3.99,1548090,0.1,
12/8/25,Bicycle Rider Simulator,83.20802,41,0.67,3.99,1903400,0.5,
12/8/25,Woodle Tree Adventures,83.20802,70,0.67,3.99,299460,4.1,
12/8/25,The Forgotten Apartment,83.20802,61,0.67,3.99,3727810,1.8,
12/8/25,The Street 10,83.20802,57,0.67,3.99,2755810,0.2,
12/8/25,Point Perfect,83.166333,68,0.84,4.99,303840,4.1,
12/8/25,Toilet Tycoon,83.166333,77,0.84,4.99,390220,4.1,
12/8/25,Marcus Level,83.166333,63,0.84,4.99,417480,0.1,
12/8/25,Rover Mechanic Simulator,83.069224,84,2.03,11.99,864680,4.2,
12/8/25,The Sacred Tears TRUE,82.274247,68,0.53,2.99,316840,0,
12/8/25,fantastic kingdom,82.274247,67,0.53,2.99,1097550,0,
12/8/25,Z-End,82.205514,52,0.71,3.99,582610,0,
12/8/25,The End: Inari's Quest,82.205514,38,0.71,3.99,893070,0,
12/8/25,Boreal Blade,82.205514,71,0.71,3.99,598780,4.3,
12/8/25,Satellite Rush,82.164329,90,0.89,4.99,429350,0,
12/8/25,Shadowgrounds Pack,82.063125,76,2.33,12.99,552,4.1,
12/8/25,Elden: Path of the Forgotten,82.051282,47,2.87,15.99,715020,2.4,
12/8/25,Into the Stars,82.041021,38,3.59,19.99,360510,7.2,
12/8/25,Starship Corporation,82.041021,42,3.59,19.99,292330,6.1,
12/8/25,Stars in Shadow,82.032813,77,4.49,24.99,464880,7.7,
12/8/25,"Fairy Tale About Father Frost, Ivan and Nastya",80.267559,67,0.59,2.99,289320,0,
12/8/25,Relaxing VR Games: Mahjong,80.267559,31,0.59,2.99,534920,0,
12/8/25,Antagonist,80.267559,91,0.59,2.99,585260,0,
12/8/25,Rainbow Snake,80.267559,75,0.59,2.99,717950,4.2,
12/8/25,Save the Halloween,80.267559,33,0.59,2.99,741100,0,
12/8/25,Voxel Tanks,80.267559,71,0.59,2.99,852720,0,
12/8/25,Special Warfare,80.267559,61,0.59,2.99,919200,0,
12/8/25,Roarr! The Adventures of Rampage Rex,80.267559,66,0.59,2.99,834450,0,
12/8/25,Extreme School Driving Simulator,80.267559,68,0.59,2.99,809340,0,
12/8/25,Mine the Gold,80.267559,44,0.59,2.99,1054930,0,
12/8/25,Mountain Taxi Driver,80.267559,73,0.59,2.99,1092980,4,
12/8/25,Transporter Truck Simulator,80.267559,78,0.59,2.99,1091570,0,
12/8/25,Village Bus Driver Simulator,80.267559,65,0.59,2.99,1159510,0,
12/8/25,Risen Kingdom,80.267559,78,0.59,2.99,1216880,4.2,
12/8/25,Angry Bunny 3: Virus,80.267559,95,0.59,2.99,1289330,0.2,
12/8/25,Gachi Dungeon Master,80.267559,96,0.59,2.99,1542670,0,
12/8/25,Funny Truck,80.267559,89,0.59,2.99,1697600,4,
12/8/25,Motherland,80.267559,59,0.59,2.99,1791030,1.6,
12/8/25,100 hidden hares,80.267559,95,0.59,2.99,1932230,3.5,
12/8/25,Busway Islands - Puzzle,80.267559,86,0.59,2.99,2301210,0,
12/8/25,Feed All Monsters,80.267559,99,0.59,2.99,1597720,4.3,
12/8/25,6 Nights,80.267559,71,0.59,2.99,381000,0.2,
12/8/25,Chase Survivors,80.267559,76,0.59,2.99,2195010,0,
12/8/25,FURRY BACKROOMS,80.267559,69,0.59,2.99,2689230,4,
12/8/25,GRINGGRIND,80.267559,70,0.59,2.99,3233650,0,
12/8/25,Christmas Santa Troubles,80.267559,35,0.59,2.99,773120,0,
12/8/25,Brain Marmelade,80.267559,71,0.59,2.99,1361190,0,
12/8/25,Dark Lore Mysteries: The Hunt For Truth,80.200501,68,0.79,3.99,288970,0,
12/8/25,Robin's Quest,80.200501,83,0.79,3.99,292880,4,
12/8/25,Alpha Zylon,80.200501,62,0.79,3.99,313210,4,
12/8/25,Red Comrades Save the Galaxy: Reloaded,80.200501,92,0.79,3.99,415610,2.7,
12/8/25,Crime Cities,80.200501,54,0.79,3.99,1112570,3.7,
12/8/25,Gachimuchi Life Simulator,80.200501,90,0.79,3.99,1690360,0,
12/8/25,Heck Deck,80.200501,94,0.79,3.99,1606210,0,
12/8/25,Five Nights At Furrys,80.200501,70,0.79,3.99,2180750,0,
12/8/25,Bhop Craze,80.200501,80,0.79,3.99,1841070,0,
12/8/25,Clock Simulator,80.200501,89,0.79,3.99,501120,3.3,
12/8/25,Estiman: Game of Estimation,80.200501,90,0.79,3.99,560220,0,
12/8/25,Commander Keen in Keen Dreams: Definitive Edition,80.200501,29,0.79,3.99,2496830,0,
12/8/25,ORB: Off-World Resource Base,80.200501,76,0.79,3.99,281390,4.2,
12/8/25,ARMA: Cold War Assault,80.160321,89,0.99,4.99,65790,3.4,
12/8/25,Ghost Master,80.160321,89,0.99,4.99,6200,4,
12/8/25,Fish Fillets 2,80.160321,96,0.99,4.99,33950,3.4,
12/8/25,Alpha Prime,80.160321,60,0.99,4.99,2590,7.2,
12/8/25,Euro Truck Simulator,80.160321,81,0.99,4.99,232010,2.9,
12/8/25,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,80.160321,83,0.99,4.99,246960,8.3,
12/8/25,Avoid - Sensory Overload,80.160321,87,0.99,4.99,286660,4,
12/8/25,Haunted Past: Realm of Ghosts,80.160321,82,0.99,4.99,288840,4,
12/8/25,Chronology,80.160321,90,0.99,4.99,269330,7.4,
12/8/25,Muffin Knight,80.160321,85,0.99,4.99,263700,3.4,
12/8/25,Bus Driver,80.160321,83,0.99,4.99,302080,6.6,
12/8/25,Trucks and Trailers,80.160321,68,0.99,4.99,302060,2.9,
12/8/25,Space Hack,80.160321,57,0.99,4.99,315260,7.3,
12/8/25,Cheesecake Cool Conrad,80.160321,73,0.99,4.99,327210,0,
12/8/25,TorqueL,80.160321,88,0.99,4.99,250070,0,
12/8/25,99 Waves to Die,80.160321,80,0.99,4.99,360600,4.1,
12/8/25,Crash Drive 2,80.160321,90,0.99,4.99,343440,3.4,
12/8/25,The Princess' Heart,80.160321,54,0.99,4.99,378830,0,
12/8/25,Pale Echoes,80.160321,85,0.99,4.99,377190,0,
12/8/25,Murasaki,80.160321,92,0.99,4.99,392030,3.9,
12/8/25,Awareness Rooms,80.160321,82,0.99,4.99,453290,3.9,
12/8/25,Soulless: Ray Of Hope,80.160321,71,0.99,4.99,528300,3.4,
12/8/25,Lethal VR,80.160321,82,0.99,4.99,532270,7.8,
12/8/25,Arma: Cold War Assault Mac/Linux,80.160321,84,0.99,4.99,594550,0,
12/8/25,Vertical Strike Endless Challenge,80.160321,76,0.99,4.99,313390,3.9,
12/8/25,Firewood,80.160321,76,0.99,4.99,615180,3.4,
12/8/25,Riskers,80.160321,45,0.99,4.99,581310,0,
12/8/25,SIMULACRA,80.160321,93,0.99,4.99,712730,3.7,
12/8/25,Digital Jigsaw Puzzle,80.160321,77,0.99,4.99,877550,0,
12/8/25,Castle Break,80.160321,94,0.99,4.99,1018130,0,
12/8/25,The Adventures of Elena Temple: Definitive Edition,80.160321,95,0.99,4.99,800190,0,
12/8/25,Tinker Racers,80.160321,85,0.99,4.99,1234620,3.9,
12/8/25,Initial Drift Online,80.160321,80,0.99,4.99,1456200,3.3,
12/8/25,Escape Machine City: Airborne,80.160321,87,0.99,4.99,1502800,3.4,
12/8/25,Crypto Mining Simulator,80.160321,65,0.99,4.99,1596310,3.4,
12/8/25,Tiny Robots Recharged,80.160321,76,0.99,4.99,1709580,0,
12/8/25,Roombo: First Blood,80.160321,86,0.99,4.99,1004610,3.4,
12/8/25,Faraway: Puzzle Escape,80.160321,68,0.99,4.99,883880,3.4,
12/8/25,Sky Survivors,80.160321,88,0.99,4.99,2331710,0.1,
12/8/25,Sugar Tanks,80.160321,85,0.99,4.99,2241970,0,
12/8/25,Star Farmer: Warlock of the Universe,80.160321,88,0.99,4.99,2398900,0,
12/8/25,Exosuit,80.160321,81,0.99,4.99,2879300,0,
12/8/25,What the Fog,80.160321,76,0.99,4.99,2139020,2.6,
12/8/25,Rogue Samurai,80.160321,56,0.99,4.99,2552680,0.6,
12/8/25,Dont Drown,80.160321,100,0.99,4.99,2398370,1,
12/8/25,Rat Hunter,80.160321,83,0.99,4.99,3341450,0.8,
12/8/25,Genesis Survivors,80.160321,74,0.99,4.99,3073350,0,
12/8/25,Kinetic Storm,80.160321,73,0.99,4.99,2154430,0,
12/8/25,Ascension to the Throne: Valkyrie,80.160321,89,0.99,4.99,281520,1.3,
12/8/25,Black Hole Hazard,80.160321,76,0.99,4.99,485160,0,
12/8/25,Faraway: Arctic Escape,80.160321,60,0.99,4.99,1747690,0,
12/8/25,Faraway: Jungle Escape,80.160321,53,0.99,4.99,1747680,0,
12/8/25,Disciples II: Gallean's Return,80.133556,83,1.19,5.99,1640,4,
12/8/25,Disciples II: Rise of the Elves,80.133556,86,1.19,5.99,1630,8.6,
12/8/25,Sentinel 3: Homeworld,80.133556,81,1.19,5.99,275350,4,
12/8/25,Back to Bed,80.133556,78,1.19,5.99,308040,7.2,
12/8/25,Demonlisher,80.133556,59,1.19,5.99,321610,0,
12/8/25,Dream Tale,80.133556,83,1.19,5.99,337450,0.1,
12/8/25,MEMENTO,80.133556,79,1.19,5.99,437030,1,
12/8/25,Caravan,80.133556,79,1.19,5.99,352890,2.6,
12/8/25,96 Mill,80.133556,81,1.19,5.99,561480,0.1,
12/8/25,Mythos: The Beginning - Director's Cut,80.133556,71,1.19,5.99,325320,0,
12/8/25,Dungeons of Dreadrock,80.133556,93,1.19,5.99,1896880,7.7,
12/8/25,Drift Reign,80.133556,55,1.19,5.99,2368220,0,
12/8/25,Shoot 1UP DX,80.133556,77,1.19,5.99,373610,3.8,
12/8/25,Legionwood 2: Rise of the Eternals Realm - Directors Cut,80.133556,65,1.19,5.99,290460,0,
12/8/25,The Game of Life,80.123267,72,1.29,6.49,224700,2.8,
12/8/25,UFO: Afterlight,80.114449,70,1.39,6.99,237950,7.5,
12/8/25,Heroes of Legionwood,80.114449,80,1.39,6.99,278590,0,
12/8/25,Le Havre: The Inland Port,80.114449,56,1.39,6.99,511820,0,
12/8/25,Patchwork,80.114449,79,1.39,6.99,528250,2.6,
12/8/25,Root Of Evil: The Tailor,80.114449,84,1.39,6.99,550310,4,
12/8/25,Agricola: All Creatures Big and Small,80.114449,48,1.39,6.99,528180,0,
12/8/25,Jumps,80.114449,94,1.39,6.99,544310,4,
12/8/25,Isle of Skye,80.114449,66,1.39,6.99,873980,2.6,
12/8/25,The King's Bird,80.114449,74,2.78,13.98,812550,6.9,
12/8/25,The Works of Mercy,80.114449,40,1.39,6.99,523640,3.8,
12/8/25,Splatter - Zombiecalypse Now,80.114449,86,1.39,6.99,281920,3.8,
12/8/25,Ultimate Summer,80.114449,95,1.39,6.99,664460,0,
12/8/25,Race Condition,80.114449,80,1.39,6.99,1209950,0,
12/8/25,looK INside - Chapter 2,80.114449,73,1.39,6.99,1725360,0,
12/8/25,Razor2: Hidden Skies,80.100125,23,1.59,7.99,34920,7.8,
12/8/25,Hero of the Kingdom,80.100125,92,1.59,7.99,259550,3.4,
12/8/25,Deadstone,80.100125,76,1.59,7.99,327150,0.1,
12/8/25,"About Love, Hate and the other ones",80.100125,90,1.59,7.99,277680,3.4,
12/8/25,Hotel Giant 2,80.100125,46,1.59,7.99,38230,7.8,
12/8/25,Cultures: Northland and 8th Wonder of the World,80.100125,83,1.59,7.99,63734,2.5,
12/8/25,The Academy: The First Riddle,80.100125,64,1.59,7.99,1155460,3.1,
12/8/25,Devious Dungeon 2,80.100125,74,1.59,7.99,1059890,0,
12/8/25,looK INside - Chapter 1,80.100125,88,1.59,7.99,1119710,3.8,
12/8/25,Tree Simulator 2023,80.100125,95,1.59,7.99,1916970,3,
12/8/25,The End of You,80.100125,84,1.59,7.99,2962000,0,
12/8/25,Space Cows,80.100125,70,1.59,7.99,933160,0,
12/8/25,Milky Way TD SURVIVORS AUTOBATTLER RTS,80.100125,85,1.59,7.99,2837330,0.1,
12/8/25,Dimensity,80.088988,29,1.79,8.99,46720,0,
12/8/25,Darkstar One,80.088988,83,1.79,8.99,12330,8.1,
12/8/25,Arma Tactics,80.088988,33,1.79,8.99,224860,6.8,
12/8/25,NEO AQUARIUM - The King of Crustaceans -,80.088988,80,1.79,8.99,355240,3.8,
12/8/25,Circle Empires,80.088988,88,1.79,8.99,834740,3.4,
12/8/25,Pantsu Hunter: Back to the 90s,80.088988,80,1.79,8.99,953900,4,
12/8/25,F.E.A.R.,80.08008,93,1.99,9.99,21090,2.4,
12/8/25,ARMA: Gold Edition,80.08008,77,1.99,9.99,65780,3.4,
12/8/25,Sanctum,80.08008,90,1.99,9.99,91600,7.5,
12/8/25,Dwarfs!?,80.08008,79,1.99,9.99,35480,2.8,
12/8/25,Pound of Ground,80.08008,62,1.99,9.99,33980,3.4,
12/8/25,Alien Breed 3: Descent,80.08008,77,1.99,9.99,22670,6.4,
12/8/25,Call of Juarez: Bound in Blood,80.08008,82,1.99,9.99,21980,8,
12/8/25,Alien Breed: Impact,80.08008,78,1.99,9.99,22610,7.7,
12/8/25,Ironclads: High Seas,80.08008,42,1.99,9.99,46710,0,
12/8/25,9th Company: Roots Of Terror,80.08008,60,1.99,9.99,12480,4,
12/8/25,Call of Juarez,80.08008,75,1.99,9.99,3020,7.7,
12/8/25,Culpa Innata,80.08008,74,1.99,9.99,12310,4,
12/8/25,Tales From Space: Mutant Blobs Attack,80.08008,93,1.99,9.99,206370,8.9,
12/8/25,Take On Mars,80.08008,55,1.99,9.99,244030,7.2,
12/8/25,Original War,80.08008,94,1.99,9.99,235320,7.2,
12/8/25,Scania: Truck Driving Simulator,80.08008,81,1.99,9.99,258760,2.8,
12/8/25,LUFTRAUSERS,80.08008,91,1.99,9.99,233150,8.4,
12/8/25,Mitsurugi Kamui Hikae,80.08008,80,1.99,9.99,263620,3.8,
12/8/25,Nearwood Collector's Edition,80.08008,88,1.99,9.99,286540,3.8,
12/8/25,Flockers,80.08008,76,1.99,9.99,260330,6.5,
12/8/25,Heavy Bullets,80.08008,82,1.99,9.99,297120,8,
12/8/25,Transport Giant,80.08008,60,1.99,9.99,271370,4.1,
12/8/25,Cosmonautica,80.08008,48,1.99,9.99,320340,3.8,
12/8/25,Cosmochoria,80.08008,89,1.99,9.99,293240,3.4,
12/8/25,REVOLVER360 RE:ACTOR,80.08008,93,1.99,9.99,313400,3.8,
12/8/25,Magical Battle Festa,80.08008,69,1.99,9.99,292480,3.8,
12/8/25,Dreamscape,80.08008,76,1.99,9.99,271990,0,
12/8/25,Edolie,80.08008,83,1.99,9.99,349240,0,
12/8/25,15 Days,80.08008,33,1.99,9.99,342990,7.2,
12/8/25,Last Word,80.08008,82,1.99,9.99,355530,7.8,
12/8/25,Medieval: Total War - Collection,80.08008,70,1.99,9.99,345260,2.8,
12/8/25,Super Mutant Alien Assault,80.08008,91,1.99,9.99,368680,4,
12/8/25,Shogun: Total War Collection,80.08008,89,1.99,9.99,345240,2.8,
12/8/25,Forget Me Not: My Organic Garden,80.08008,84,1.99,9.99,363980,3.8,
12/8/25,Painters Guild,80.08008,67,1.99,9.99,384550,4,
12/8/25,Giana Sisters 2D,80.08008,63,1.99,9.99,350770,3.4,
12/8/25,Umihara Kawase,80.08008,93,1.99,9.99,384690,3.8,
12/8/25,Aveyond 3-4: The Darkthrop Prophecy,80.08008,86,1.99,9.99,321890,0,
12/8/25,Aveyond 3-2: Gates of Night,80.08008,86,1.99,9.99,278490,0,
12/8/25,Aveyond 3-1: Lord of Twilight,80.08008,79,1.99,9.99,272010,0,
12/8/25,Aveyond 3-3: The Lost Orb,80.08008,72,1.99,9.99,321880,0,
12/8/25,The Count Lucanor,80.08008,92,1.99,9.99,440880,8.1,
12/8/25,Eternal Destiny,80.08008,78,1.99,9.99,377880,3.8,
12/8/25,CRIMSON ROOM DECADE,80.08008,54,1.99,9.99,262510,0,
12/8/25,PRINCIPIA: Master of Science,80.08008,69,1.99,9.99,491470,3.8,
12/8/25,Dungeons and Darkness,80.08008,70,1.99,9.99,479990,3.8,
12/8/25,Pipejob,80.08008,78,1.99,9.99,543580,0.1,
12/8/25,Beekyr Reloaded,80.08008,86,1.99,9.99,484930,0,
12/8/25,Outbreak,80.08008,65,1.99,9.99,514990,3.4,
12/8/25,Rosenkreuzstilette,80.08008,78,1.99,9.99,564150,3.8,
12/8/25,Weapon Shop Fantasy,80.08008,79,1.99,9.99,599460,3.4,
12/8/25,All-Star Fruit Racing,80.08008,68,1.99,9.99,673190,3.4,
12/8/25,Think of the Children,80.08008,68,1.99,9.99,573600,4,
12/8/25,Devil and the Fairy,80.08008,60,1.99,9.99,744750,0,
12/8/25,Algo Bot,80.08008,83,1.99,9.99,286300,3.8,
12/8/25,Traffic Giant,80.08008,75,1.99,9.99,672710,7.8,
12/8/25,Chaos Sector --,80.08008,80,1.99,9.99,943810,0,
12/8/25,Arctico,80.08008,73,1.99,9.99,325210,3.5,
12/8/25,Rift Keeper,80.08008,57,1.99,9.99,843360,0,
12/8/25,REDO!,80.08008,86,1.99,9.99,950300,4.8,
12/8/25,Xenon Racer,80.08008,65,1.99,9.99,899390,7.3,
12/8/25,Beyond a Total Loss,80.08008,100,1.99,9.99,1058470,0.1,
