internalName,title,metacriticLink,dealID,storeID,gameID,salePrice,normalPrice,isOnSale,savings,metacriticScore,steamRatingText,steamRatingPercent,steamRatingCount,steamAppID,releaseDate,lastChange,dealRating,thumb,release_date,release_year
HELP,Help,/game/help-2016/,hwNyHflrXgg8rsFn3M8oJBUJLnGbzqv0ictQ2bU9y%2FI%3D,1,160251,0.49,4.99,1,90.180361,0,Mixed,57,228,541920,1476316800,1764959753,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/541920/capsule_231x87.jpg?t=1609433771,2016-10-13 00:00:00+00:00,2016
TRIPTOVINELANDS,Trip to Vinelands,/game/trip-to-vinelands/,%2Fe5A0Z8N3BVL87KFv0SQF5IvjFhSxwTfnMKXkSl5nfA%3D,1,160737,0.49,4.99,1,90.180361,0,Very Positive,83,821,546090,1477008000,1764874771,4.3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/546090/capsule_231x87.jpg?t=1683418701,2016-10-21 00:00:00+00:00,2016
BYTEFAMILY,Byte Family,/game/byte-family/,VkUqfjSHE8kOFhmnGuvZJNqmK30cEhDG7fBlrmwvKwU%3D,1,161053,0.49,4.99,1,90.180361,0,Very Positive,84,126,542880,1477440000,1764978137,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/542880/capsule_231x87.jpg?t=1614430379,2016-10-26 00:00:00+00:00,2016
STARFIGHT,Star Fight,/game/star-fight/,RYuFftcgijoscDtLEFJ2XjUeYvga9UPYxPyrqpKqQOQ%3D,1,162236,0.49,4.99,1,90.180361,0,Mixed,51,64,551500,1478822400,1764981706,0.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/551500/capsule_231x87.jpg?t=1616152530,2016-11-11 00:00:00+00:00,2016
OURWONDERFULWORLD,Our Wonderful World,/game/our-wonderful-world/,j4rx%2B%2B6Eh5EiRufvPwd7LOQKMNCThFmxInR06ZRAMWs%3D,1,150695,0.49,4.99,1,90.180361,0,Mostly Positive,76,34,562600,1480377600,1764983166,0.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/562600/capsule_231x87.jpg?t=1493764278,2016-11-29 00:00:00+00:00,2016
DEXODONEX,Dexodonex,/game/dexodonex/,2TcBoYHSSkb66sukZoygFoJyNlUdoz7%2BMkU6zh5Z8NA%3D,1,163811,0.49,4.99,1,90.180361,0,Very Positive,88,155,552780,1481068800,1764978263,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/552780/capsule_231x87.jpg?t=1687881012,2016-12-07 00:00:00+00:00,2016
PLANESBULLETSANDVODKA,"Planes, Bullets and Vodka",/game/planes-bullets-and-vodka/,QmG0mmjHo3yWZSbxRDPUW4qgyAMjW8R2sIasJ5Igl2o%3D,1,164053,0.49,4.99,1,90.180361,0,Very Positive,86,704,562360,1481587200,1765132719,4.8,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/562360/capsule_231x87.jpg?t=1762262867,2016-12-13 00:00:00+00:00,2016
SANTAROCKSTAR,Santa Rockstar,/game/santa-rockstar/,%2Fb8czylkcv3fZHtsQrjngty1hSijhmHsHIEIWCEz3wE%3D,1,164064,0.49,4.99,1,90.180361,0,Very Positive,83,241,567980,1324252800,1764977103,4.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/567980/capsule_231x87.jpg?t=1635853230,2011-12-19 00:00:00+00:00,2011
THEAGONY,The Agony,/game/the-agony/,58M%2Fs8wUoNcwF%2BA0HT8Hwcq8KxZVoM2pbvO6OO4zEbE%3D,1,164126,0.49,4.99,1,90.180361,0,Mixed,58,250,568720,1497398400,1764793945,4.2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/568720/5bf75e94fb4f704dbed7192cd30b772431c415e4/capsule_231x87.jpg?t=1762531268,2017-06-14 00:00:00+00:00,2017
FIGHTERSUNLEASHED,Fighters Unleashed,/game/fighters-unleashed/,RLp22T3OtLMnPDUPkCQ9KyTPvY9O7vonZU19D6QR2zw%3D,1,164577,0.49,4.99,1,90.180361,0,Mixed,61,99,566560,1482796800,1764960138,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/566560/capsule_231x87.jpg?t=1614431151,2016-12-27 00:00:00+00:00,2016
MISTWOODHEROES,Mistwood Heroes,/game/mistwood-heroes/,VcRKT7V1YQfEGE7NGpfNCkEIqR4FLYLECry%2FHZlC3wc%3D,1,164641,0.49,4.99,1,90.180361,0,Mixed,62,82,573210,1483056000,1764982829,0.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/573210/capsule_231x87.jpg?t=1645304489,2016-12-30 00:00:00+00:00,2016
THROUGHTHEMIRROR,Through the Mirror,/game/through-the-mirror/,wBbvHz7jHTvTTy%2BJEaWNUt89Eh9U1dGuPVc5ULJ6Nlw%3D,1,164792,0.49,4.99,1,90.180361,0,Very Positive,80,75,548720,1483747200,1764978439,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/548720/capsule_231x87.jpg?t=1609433815,2017-01-07 00:00:00+00:00,2017
TERIA,Teria,/game/teria/,dwSvsJ%2BmGo2mfTb7vwlwqRgaVU88tK6yvsI3ReBk0QU%3D,1,165174,0.49,4.99,1,90.180361,0,Mixed,62,86,557970,1484611200,1764960137,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/557970/capsule_231x87.jpg?t=1664904283,2017-01-17 00:00:00+00:00,2017
DRUNKENFIGHTSIMULATOR,Drunken Fight Simulator,/game/pc/drunken-fight-simulator,gqJUrSWckIrFi0uavniT1n%2Fw5b005%2BTuinmKr%2BqrC%2BY%3D,1,165182,0.49,4.99,1,90.180361,0,Mostly Positive,72,165,576480,1484611200,1764982683,4.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/576480/capsule_231x87.jpg?t=1614097923,2017-01-17 00:00:00+00:00,2017
HERO,Hero,/game/hero/,L5gas%2BvIrP%2B117X%2Feji3QebG4gufcPGEA96rB9H1J%2B0%3D,1,165635,0.49,4.99,1,90.180361,0,Mostly Positive,73,104,486020,1485993600,1764982674,4.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/486020/capsule_231x87.jpg?t=1640195259,2017-02-02 00:00:00+00:00,2017
ZOMBIEBALLZ,Zombie Ballz,/game/zombie-ballz/,%2B04XxwHN6IoGXuSH77AsIyHTIKR39BtruqtVFyTsFrE%3D,1,165966,0.49,4.99,1,90.180361,0,Mostly Positive,75,98,581970,1486684800,1764981840,0.6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/581970/capsule_231x87.jpg?t=1754224866,2017-02-10 00:00:00+00:00,2017
TAIKUMANSION,TAIKU MANSION,/game/taiku-mansion/,ErOLrc8hnD2%2Fko8%2FmmvI88t7Wu8AsE%2FT9TXJazWjJJE%3D,1,166031,0.49,4.99,1,90.180361,0,Mixed,57,80,529760,1486944000,1764959969,0.5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/529760/capsule_231x87.jpg?t=1749548792,2017-02-13 00:00:00+00:00,2017
